Species,Environment,SbstDiam,BodyMass,scaled_Diam,MeanLphsMS,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,MovClip
Callicebus discolor,Tiputini,2.1,1.1,2.034331543,0.6534445,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR14552-13.MP4_1Clipped
Callicebus discolor,Tiputini,2.18,1.1,2.111829887,0.5774045,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR27611-68.MP4_615Clipped
Callicebus discolor,Tiputini,2.2,1.1,2.131204474,0.339691,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR24583-25.MP4_390Clipped
Callicebus discolor,Tiputini,2.2,1.1,2.131204474,0.475,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR09914-24.MP4_1Clipped
Callicebus discolor,Tiputini,2.27,1.1,2.199015525,0.344203,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR09533-8.MP4_1Clipped
Callicebus discolor,Tiputini,2.3,1.1,2.228077404,0.5113635,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR11441-63.MP4_540Clipped
Callicebus discolor,Tiputini,2.3,1.1,2.228077404,0.524608,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR13913-22-1.MP4_200Clipped
Callicebus discolor,Tiputini,2.3,1.1,2.228077404,0.533044,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR16552-75.MP4_1Clipped
Callicebus discolor,Tiputini,2.3,1.1,2.228077404,0.5662565,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR11441-63.MP4_540Clipped
Callicebus discolor,Tiputini,2.4,1.1,2.324950335,0.4671715,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR28221-129.MP4_1Clipped
Callicebus discolor,Tiputini,2.4,1.1,2.324950335,0.520284,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR09883-43.MP4_250Clipped
Callicebus discolor,Tiputini,2.4,1.1,2.324950335,0.5406445,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR09883-43.MP4_250Clipped
Callicebus discolor,Tiputini,2.4,1.1,2.324950335,0.588933,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR09613-16.MP4_1Clipped
Callicebus discolor,Tiputini,2.43,1.1,2.354012214,0.296032,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR28081-115.MP4_1Clipped
Callicebus discolor,Tiputini,2.6,1.1,2.518696196,0.536111,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR24763-43.MP4_1390Clipped
Callicebus discolor,Tiputini,2.6,1.1,2.518696196,0.5791665,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR15462-103_1Clipped
Callicebus discolor,Tiputini,2.63,1.1,2.547758075,0.504341,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR08611-69.MP4_1Clipped
Callicebus discolor,Tiputini,2.78,1.1,2.693067471,0.3558885,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR25603-127.MP4_170Clipped
Callicebus discolor,Tiputini,2.8,1.1,2.712442057,0.4785885,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR09231-131.MP4_1Clipped
Callicebus discolor,Tiputini,2.8,1.1,2.712442057,0.4997415,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR25273-94.MP4_820Clipped
Callicebus discolor,Tiputini,2.8,1.1,2.712442057,0.5576305,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR16562-77.MP4_1Clipped
Callicebus discolor,Tiputini,2.88,1.1,2.789940402,0.558316,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR13273-72.MP4_1Clipped
Callicebus discolor,Tiputini,3,1.1,2.906187918,0.4073625,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR25263-93_1004Clipped
Callicebus discolor,Tiputini,3,1.1,2.906187918,0.4321705,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR13853-16.MP4_180Clipped
Callicebus discolor,Tiputini,3,1.1,2.906187918,0.5083805,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR09764-9.MP4_273Clipped
Callicebus discolor,Tiputini,3,1.1,2.906187918,0.5381035,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR17191-140.MP4_350Clipped
Callicebus discolor,Tiputini,3,1.1,2.906187918,0.5538485,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR13843-15.MP4_950Clipped
Callicebus discolor,Tiputini,3,1.1,2.906187918,0.587838,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR17191-140.MP4_350Clipped
Callicebus discolor,Tiputini,3.1,1.1,3.003060849,0.5385585,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR11111-30.MP4_1Clipped
Callicebus discolor,Tiputini,3.1,1.1,3.003060849,0.5624305,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR11441-63.MP4_801Clipped
Callicebus discolor,Tiputini,3.1,1.1,3.003060849,0.597034,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR24903-57_195Clipped
Callicebus discolor,Tiputini,3.14,1.1,3.041810021,0.401374,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR07204-8.MP4_1Clipped
Callicebus discolor,Tiputini,3.2,1.1,3.09993378,0.3603895,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR11161-35.MP4_528Clipped
Callicebus discolor,Tiputini,3.25,1.1,3.148370245,0.1383335,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR28061-113.MP4_1Clipped
Callicebus discolor,Tiputini,3.3,1.1,3.19680671,0.5537885,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR14602-18.MP4_120Clipped
Callicebus discolor,Tiputini,3.3,1.1,3.19680671,0.5709615,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR14602-18.MP4_120Clipped
Callicebus discolor,Tiputini,3.5,1.1,3.390552572,0.5899355,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR09884-21.MP4_1Clipped
Callicebus discolor,Tiputini,3.6,1.1,3.487425502,0.521854,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR14003-31.MP4_250Clipped
Callicebus discolor,Tiputini,3.86,1.1,3.739295122,0.5435575,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR14593-90.MP4_1Clipped
Callicebus discolor,Tiputini,3.9,1.1,3.778044294,0.088316,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR14023-33.MP4_450Clipped
Callicebus discolor,Tiputini,4,1.1,3.874917225,0.537037,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR14303-61.MP4_1Clipped
Callicebus discolor,Tiputini,4.1,1.1,3.971790155,0.597524,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR08231-30.MP4_140Clipped
Callicebus discolor,Tiputini,4.6,1.1,4.456154808,0.4448325,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR27851-92.MP4_165Clipped
Callicebus discolor,Tiputini,4.7,1.1,4.553027739,0.55,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR24493-2.MP4_730Clipped
Callicebus discolor,Tiputini,5.2,1.1,5.037392392,0.393705,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR09523-7.MP4_1Clipped
Callicebus discolor,Tiputini,5.4,1.1,5.231138253,0.4313725,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR09683-23.MP4_1Clipped
Callicebus discolor,Tiputini,6.4,1.1,6.199867559,0.306304,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR25343-101.MP4_1Clipped
Callicebus discolor,Tiputini,6.4,1.1,6.199867559,0.441757,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR25313-98.MP4_540Clipped
Callicebus discolor,Tiputini,6.4,1.1,6.199867559,0.507188,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR25343-101.MP4_1Clipped
Callicebus discolor,Tiputini,6.7,1.1,6.490486351,0.5726185,0.422627994,-0.119943493,-0.442334336,0.707106781,-1.79E-10,0.015111643,-4.88E-11,1.26E-11,GOPR14462-4.MP4_1Clipped
Cebus capucinus,La Suerte,1.57,3.1,1.076743903,0.608527,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR2947Photo2312_925Clipped
Cebus capucinus,La Suerte,1.62,3.1,1.11103511,0.5856065,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR31743-132.MP4_80Clipped
Cebus capucinus,La Suerte,1.62,3.1,1.11103511,0.619207,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR31773-135.MP4_260Clipped
Cebus capucinus,La Suerte,1.81,3.1,1.241341697,0.4440395,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR33523-27_1Clipped
Cebus capucinus,La Suerte,1.89,3.1,1.296207628,0.6332155,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR03835-125_1Clipped
Cebus capucinus,La Suerte,1.96,3.1,1.344215318,0.509901,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR00375-38_1Clipped
Cebus capucinus,La Suerte,1.96,3.1,1.344215318,0.5151515,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR00405-41_1Clipped
Cebus capucinus,La Suerte,1.96,3.1,1.344215318,0.5553555,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR00375-38_1Clipped
Cebus capucinus,La Suerte,1.96,3.1,1.344215318,0.5832745,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR00405-41_1Clipped
Cebus capucinus,La Suerte,2.19,3.1,1.501954871,0.6175135,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR31683-126.MP4_1039Clipped
Cebus capucinus,La Suerte,2.27,3.1,1.556820802,0.583076,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR27893-21.MP4_428Clipped
Cebus capucinus,La Suerte,2.35,3.1,1.611686733,0.5940185,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR03755-117_431Clipped
Cebus capucinus,La Suerte,2.35,3.1,1.611686733,0.594916,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR03755-117_431Clipped
Cebus capucinus,La Suerte,2.86,3.1,1.961457046,0.6128255,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR98385-10_1Clipped
Cebus capucinus,La Suerte,2.87,3.1,1.968315287,0.5727875,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR03885-130.MP4_311Clipped
Cebus capucinus,La Suerte,3.1,3.1,2.12605484,0.561153,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR29203-57.MP4_260Clipped
Cebus capucinus,La Suerte,3.13,3.1,2.146629564,0.605223,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02656-24_1Clipped
Cebus capucinus,La Suerte,3.15,3.1,2.160346047,0.4479845,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR3680quant_780Clipped
Cebus capucinus,La Suerte,3.29,3.1,2.256361427,0.668182,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR01635-5.MP4_20Clipped
Cebus capucinus,La Suerte,3.47,3.1,2.379809772,0.565532,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02616-20.MP4_74Clipped
Cebus capucinus,La Suerte,3.55,3.1,2.434675703,0.597076,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR00315-32_75Clipped
Cebus capucinus,La Suerte,3.82,3.1,2.619848222,0.6597435,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR98535-25_1Clipped
Cebus capucinus,La Suerte,3.85,3.1,2.640422946,0.604916,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR98365-8_1Clipped
Cebus capucinus,La Suerte,3.91,3.1,2.681572394,0.61346,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02645-6.MP4_100Clipped
Cebus capucinus,La Suerte,3.91,3.1,2.681572394,0.664662,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02645-6.MP4_100Clipped
Cebus capucinus,La Suerte,3.97,3.1,2.722721843,0.635618,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR03785-120.MP4_690Clipped
Cebus capucinus,La Suerte,3.99,3.1,2.736438326,0.6261485,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR29273-64_1Clipped
Cebus capucinus,La Suerte,3.99,3.1,2.736438326,0.663298,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR29273-64_1Clipped
Cebus capucinus,La Suerte,4.01,3.1,2.750154809,0.5778655,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR32303-3_506Clipped
Cebus capucinus,La Suerte,4.01,3.1,2.750154809,0.583864,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR32303-3_506Clipped
Cebus capucinus,La Suerte,4.07,3.1,2.791304257,0.600559,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR29903-45.MP4_35Clipped
Cebus capucinus,La Suerte,4.07,3.1,2.791304257,0.6165015,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR30203-75.MP4_35Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.0956325,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR03415-83.MP4_535Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.5208755,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02045-46.MP4_26Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.5712085,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02055-47.MP4_811Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.581372,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR03335-75.MP4_50Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.5834645,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR01705-12_1Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.5869835,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR03165-58.MP4_200Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.592865,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR03515-93.MP4_370Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.601827,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR03175-59.MP4_100Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.605809,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02405-82.MP4_399Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.6091505,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR03345-76.MP4_30Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.609452,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02425-84_1Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.610259,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02495-91_1Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.6366715,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02405-82.MP4_399Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.6384755,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02445-86_30Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.6409035,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02525-94.MP4_430Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.6410065,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02055-47.MP4_190Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.6422795,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02495-91_290Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.6435185,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02435-85.MP4_28Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.6446695,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR03325-74.MP4_170Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.6547875,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR03405-82.MP4_30Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.6767335,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02545-96.MP4_40Clipped
Cebus capucinus,La Suerte,4.15,3.1,2.846170189,0.682055,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02545-96.MP4_40Clipped
Cebus capucinus,La Suerte,4.23,3.1,2.90103612,0.43829,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR29863-41.MP4_80Clipped
Cebus capucinus,La Suerte,4.41,3.1,3.024484465,0.6214245,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR03875-129_1Clipped
Cebus capucinus,La Suerte,4.42,3.1,3.031342707,0.6667625,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR01695-11.MP4_300Clipped
Cebus capucinus,La Suerte,4.51,3.1,3.09306688,0.609961,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR30363-91_1Clipped
Cebus capucinus,La Suerte,4.51,3.1,3.09306688,0.619207,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR30363-91_1Clipped
Cebus capucinus,La Suerte,4.52,3.1,3.099925121,0.5716665,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR99795-122.MP4_150Clipped
Cebus capucinus,La Suerte,4.55,3.1,3.120499845,0.5746945,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR03595-101.MP4_789Clipped
Cebus capucinus,La Suerte,4.58,3.1,3.14107457,0.5951705,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR01575-96_1Clipped
Cebus capucinus,La Suerte,4.6,3.1,3.154791052,0.5876015,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR28613-48clipMIMB.MP4_75Clipped
Cebus capucinus,La Suerte,4.78,3.1,3.278239398,0.5425,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR33683-43.MP4_20Clipped
Cebus capucinus,La Suerte,4.8,3.1,3.291955881,0.622404,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR28463-33.MP4_1467Clipped
Cebus capucinus,La Suerte,4.8,3.1,3.291955881,0.62739,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR99625-105.MP4_625Clipped
Cebus capucinus,La Suerte,4.8,3.1,3.291955881,0.691768,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR28463-33.MP4_600Clipped
Cebus capucinus,La Suerte,4.81,3.1,3.298814122,0.6211205,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR99665-109.MP4_1Clipped
Cebus capucinus,La Suerte,4.87,3.1,3.339963571,0.5783585,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR31713-129_950Clipped
Cebus capucinus,La Suerte,5.07,3.1,3.477128399,0.57727,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR00415-42.MP4_1145Clipped
Cebus capucinus,La Suerte,5.07,3.1,3.477128399,0.616891,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR00365-37.MP4_35Clipped
Cebus capucinus,La Suerte,5.1,3.1,3.497703123,0.5956745,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR01455-83_1Clipped
Cebus capucinus,La Suerte,5.1,3.1,3.497703123,0.6274975,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR01455-83_1Clipped
Cebus capucinus,La Suerte,5.18,3.1,3.552569055,0.61245,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR98545-26_1400Clipped
Cebus capucinus,La Suerte,5.51,3.1,3.778891021,0.592687,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02836-42.MP4_50Clipped
Cebus capucinus,La Suerte,5.51,3.1,3.778891021,0.6063565,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR02836-42.MP4_50Clipped
Cebus capucinus,La Suerte,5.94,3.1,4.073795402,0.603072,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR00315-32_450Clipped
Cebus capucinus,La Suerte,6.2,3.1,4.252109679,0.6313505,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR03445-86.MP4_1Clipped
Cebus capucinus,La Suerte,6.21,3.1,4.258967921,0.630325,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR01675-9.MP4_1Clipped
Cebus capucinus,La Suerte,6.21,3.1,4.258967921,0.6331805,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR03375-79.MP4_145Clipped
Cebus capucinus,La Suerte,6.21,3.1,4.258967921,0.640157,0.31139353,0.040801457,0.538357502,2.09E-10,-0.707106781,0.020721973,-6.05E-11,1.54E-11,GOPR01675-9.MP4_980Clipped
